machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 150, angle = 63.1019711304379, angle.soft = 89.8251344620519
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 396, angle = 14.8167077147463, angle.soft = 56.716515140131
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 403, angle = 10.5945467740905, angle.soft = 22.468718864466
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 404, cp.soft = 443, angle = 18.7228961617451, angle.soft = 31.9358774459116
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 336, angle = 24.1732571154809, angle.soft = 41.2537177017873
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 420, cp.soft = 768, angle = 36.6218597391028, angle.soft = 59.054392731741
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 398, angle = 20.0986753009024, angle.soft = 19.7071186108564
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 8.68592505762239, angle.soft = 10.4437238139149
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 399, angle = 8.34848010389234, angle.soft = 5.18175602052626
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 5.90106355448935, angle.soft = 19.8216921994476
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 397, angle = 5.8698483816833, angle.soft = 12.0582634048694
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 453, cp.soft = 172, angle = 90, angle.soft = 89.6383155261223
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 665, cp.soft = 1020, angle = 89.060601012004, angle.soft = 89.9982118835183
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 511, cp.soft = 636, angle = 83.4192195145038, angle.soft = 89.9109512309823
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 404, cp.soft = 80, angle = 88.2007905573589, angle.soft = 89.9686794744866
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 491, cp.soft = 1064, angle = 84.3526222912508, angle.soft = 84.4253331184107
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 759, cp.soft = 639, angle = 89.8023417427265, angle.soft = 89.4183453403404
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 498, cp.soft = 77, angle = 82.6283750768416, angle.soft = 88.9634156271746
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 496, cp.soft = 6, angle = 86.0584370451949, angle.soft = 89.6135959573997
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 699, cp.soft = 1126, angle = 78.6233919448204, angle.soft = 86.9354829838478
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 460, cp.soft = 1064, angle = 90, angle.soft = 89.9984955490728
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 814, cp.soft = 977, angle = 90, angle.soft = 88.4035345225582
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 1198, angle = 50.8460263431159, angle.soft = 89.9096606235769
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 734, angle = 41.3199934150629, angle.soft = 89.9312510692851
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1136, angle = 34.8393138807921, angle.soft = 89.9954060155617
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 3, angle = 40.6464340646414, angle.soft = 83.4683023493537
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 384, cp.soft = 747, angle = 57.4219221098405, angle.soft = 84.776076544699
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 527, cp.soft = 33, angle = 80.2036116762602, angle.soft = 89.6060829033516
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 375, cp.soft = 15, angle = 62.1519747160588, angle.soft = 88.9104158607542
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 693, cp.soft = 958, angle = 79.021356287801, angle.soft = 89.7042714284348
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 481, cp.soft = 1, angle = 62.1629657051936, angle.soft = 89.8713481632416
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 408, cp.soft = 406, angle = 28.5608926072805, angle.soft = 73.6537819747656
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 394, cp.soft = 395, angle = 37.9376165600636, angle.soft = 88.8973750253375
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 1116, angle = 26.224597864107, angle.soft = 88.7445048652933
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 404, cp.soft = 472, angle = 33.565526291609, angle.soft = 87.8174902379097
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 416, cp.soft = 422, angle = 37.9472588409579, angle.soft = 29.730361419251
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 412, cp.soft = 726, angle = 73.2388488811475, angle.soft = 88.2952846669626
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 467, cp.soft = 448, angle = 69.6720147531947, angle.soft = 36.5310865925287
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 377, cp.soft = 4, angle = 67.9506324357027, angle.soft = 88.5779257937639
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 384, angle = 14.8660922212507, angle.soft = 55.2180715572471
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 394, angle = 20.9971529330065, angle.soft = 58.8649435293559
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 411, cp.soft = 422, angle = 24.7959128173071, angle.soft = 62.1743866098705
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 395, angle = 22.304724063704, angle.soft = 65.4779322186521
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 1174, angle = 39.7171664795146, angle.soft = 68.1204667794747
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 408, cp.soft = 880, angle = 51.7309416145103, angle.soft = 72.991228785986
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 433, cp.soft = 635, angle = 61.8849335536235, angle.soft = 89.9869827509083
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 1160, angle = 36.0623341334907, angle.soft = 86.1628088926725
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 411, angle = 17.9262472393352, angle.soft = 63.646542489986
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 20.3175737818687, angle.soft = 62.5466437366584
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 400, angle = 13.3791424324866, angle.soft = 40.7598350845153
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 405, angle = 17.1943838031624, angle.soft = 40.5990379942117
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 406, cp.soft = 1189, angle = 21.1541684569272, angle.soft = 18.0104687312627
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 428, angle = 30.6173289450665, angle.soft = 24.2338264931376
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 406, cp.soft = 328, angle = 46.5418609940617, angle.soft = 42.2481469896857
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 448, cp.soft = 69, angle = 44.5037938258422, angle.soft = 53.9497989456719
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 14.1045191115118, angle.soft = 52.5239022167472
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 8.01369159289098, angle.soft = 42.6270172649257
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 398, angle = 15.143943293422, angle.soft = 57.5746114139672
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 17.3173719122387, angle.soft = 64.6294462091136
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 563, cp.soft = 67, angle = 89.697705080321, angle.soft = 89.8962252474612
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 571, cp.soft = 954, angle = 84.234925172468, angle.soft = 88.3248841565901
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 605, cp.soft = 1, angle = 89.6081376250214, angle.soft = 89.3188697422258
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 578, cp.soft = 1179, angle = 89.5108432703658, angle.soft = 89.8529777369044
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 429, cp.soft = 56, angle = 79.7108599955717, angle.soft = 89.1960766516546
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 690, cp.soft = 1, angle = 86.7854051919751, angle.soft = 89.3557361059963
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 638, cp.soft = 511, angle = 75.3053725523222, angle.soft = 89.8406923115042
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 752, cp.soft = 872, angle = 86.451425773425, angle.soft = 88.8492817386914
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 544, cp.soft = 865, angle = 89.0569230575438, angle.soft = 89.5134731211358
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 376, cp.soft = 4, angle = 81.2723858672424, angle.soft = 89.4798171361912
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 448, cp.soft = 864, angle = 89.9677051173332, angle.soft = 89.8773435466687
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 541, cp.soft = 27, angle = 51.7366129493793, angle.soft = 89.928556354561
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 541, cp.soft = 1199, angle = 68.9595732543042, angle.soft = 89.7103521516149
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 420, cp.soft = 857, angle = 59.9365072125447, angle.soft = 87.2969906864812
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 407, cp.soft = 931, angle = 61.8673688469733, angle.soft = 89.1944024285942
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 482, cp.soft = 699, angle = 61.8649355822344, angle.soft = 75.7949050881582
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 521, cp.soft = 3, angle = 83.6711305626409, angle.soft = 89.7773303847175
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 353, cp.soft = 24, angle = 68.0944803359549, angle.soft = 89.0251477846897
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 426, cp.soft = 349, angle = 46.9908306156303, angle.soft = 54.8550349481799
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 407, cp.soft = 412, angle = 67.8457278439355, angle.soft = 53.1024092999969
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 789, angle = 41.6242630842702, angle.soft = 87.5669423330164
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 7, angle = 58.699834880711, angle.soft = 89.1521978087106
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 406, cp.soft = 253, angle = 51.5528709727846, angle.soft = 83.190845460504
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1191, angle = 49.5388561430943, angle.soft = 88.4757141073691
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 497, cp.soft = 1174, angle = 72.6908714082027, angle.soft = 88.3751960148
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 535, cp.soft = 624, angle = 86.1272463629879, angle.soft = 89.319132466082
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 362, cp.soft = 1186, angle = 73.7236455657442, angle.soft = 89.7798603454272
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 393, cp.soft = 597, angle = 64.0837762021512, angle.soft = 89.6957090611906
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 477, angle = 35.7650566540931, angle.soft = 86.5084672730292
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 405, angle = 32.1290567078441, angle.soft = 55.6300695854677
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 400, angle = 30.7562418325712, angle.soft = 61.4589850118015
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 425, angle = 41.6106520860821, angle.soft = 84.5410795139437
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 493, cp.soft = 541, angle = 69.3064363420313, angle.soft = 86.7788851338117
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 474, cp.soft = 54, angle = 62.9067633006773, angle.soft = 89.6592264281137
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 600, cp.soft = 1, angle = 79.7888622674675, angle.soft = 89.4366185043848
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 869, angle = 46.040851469591, angle.soft = 70.2236686101645
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 404, cp.soft = 395, angle = 39.7901009806055, angle.soft = 69.6077068017875
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 1126, angle = 35.2375367042335, angle.soft = 88.1743008214116
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 401, angle = 26.8852550727011, angle.soft = 53.8995867943136
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 28.471031097924, angle.soft = 52.7592422411985
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 389, cp.soft = 531, angle = 49.6074775499447, angle.soft = 64.5163504946897
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 32, angle = 56.4055123386845, angle.soft = 88.0460065905746
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 431, cp.soft = 1042, angle = 34.1200672464335, angle.soft = 87.7749079887594
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 457, angle = 47.1100112007081, angle.soft = 62.9322831198454
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 401, angle = 26.7716000121759, angle.soft = 53.3635691583498
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 395, angle = 19.0182729757307, angle.soft = 46.124347743211
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 405, angle = 30.2165165133262, angle.soft = 53.9862940093147
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 27.7816980013682, angle.soft = 52.4788124958231
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 1189, angle = 88.5398224873775, angle.soft = 88.7861385848717
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 716, cp.soft = 43, angle = 88.579880036755, angle.soft = 88.4819489043688
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 668, cp.soft = 1185, angle = 89.3061158732084, angle.soft = 86.2164749253844
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 463, cp.soft = 334, angle = 89.3570429247782, angle.soft = 89.7023014087957
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 735, cp.soft = 103, angle = 87.1722349882662, angle.soft = 89.7076152424416
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 497, cp.soft = 125, angle = 87.541488705785, angle.soft = 88.7712143577839
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 466, cp.soft = 442, angle = 88.8313348982239, angle.soft = 88.3332428778947
machine = democrates.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 769, angle = 83.3610559432874, angle.soft = 88.702643773417
